nom, code_postal, latitude, longitude, variable_linguistique
Tournay-sur-Odon,14310,49.0961205952,-0.582928259678,0
Tournebu,14220,48.9633348663,-0.326299876801,0
Tournières,14330,49.2304665973,-0.937851101881,0
Tourville-en-Auge,14130,49.3197258498,0.195138987607,0
Tourville-sur-Odon,14210,49.1370651902,-0.500682712982,0
Tracy-Bocage,14310,49.0726320347,-0.689428412856,0
Tracy-sur-Mer,14117,49.3311618539,-0.644633136548,-1
Tréprel,14690,48.8986031258,-0.346809551963,0
Trévières,14710,49.2992384887,-0.916096268328,0
Saline,14670,49.191539378,-0.183683620831,0
Saline,14670,49.191539378,-0.183683620831,0
Trois-Monts,14210,49.0488456416,-0.479036744908,0
Tronquay,14490,49.2271134585,-0.819798634317,-1
Trouville-sur-Mer,14360,49.3721246762,0.102123470052,-1
Trungy,14490,49.1936866317,-0.722397448796,-1
Urville,14190,49.025159713,-0.29441724721,-1
Ussy,14420,48.9460697102,-0.290005556569,-1
Vacognes-Neuilly,14210,49.085434169,-0.534237961822,-1
Vacognes-Neuilly,14210,49.085434169,-0.534237961822,-1
Vacquerie,14240,49.092081743,-0.855715721102,-1
Valsemé,14340,49.2376949859,0.0992010973025,-1
Varaville,14390,49.2631541111,-0.145923580235,-1
Valdallière,14350,48.8636010778,-0.658303472061,0
Valdallière,14350,48.8636010778,-0.658303472061,0
Valdallière,14350,48.8636010778,-0.658303472061,0
Valdallière,14410,48.8636010778,-0.658303472061,0
Valdallière,14410,48.8636010778,-0.658303472061,0
Valdallière,14410,48.8636010778,-0.658303472061,0
Valdallière,14410,48.8636010778,-0.658303472061,0
Valdallière,14410,48.8636010778,-0.658303472061,0
Valdallière,14410,48.8636010778,-0.658303472061,0
Valdallière,14410,48.8636010778,-0.658303472061,0
Valdallière,14410,48.8636010778,-0.658303472061,0
Valdallière,14410,48.8636010778,-0.658303472061,0
Valdallière,14410,48.8636010778,-0.658303472061,0
Valdallière,14410,48.8636010778,-0.658303472061,0
Vaucelles,14400,49.2838991523,-0.735454508917,1
Vaudeloges,14170,48.9463592003,0.000650207338176,0
Vauville,14800,49.308998288,0.05853051607,-1
Vaux-sur-Aure,14400,49.3070647663,-0.710057114678,0
Vaux-sur-Seulles,14400,49.2615529375,-0.627652636172,1
Vendes,14250,49.1420282533,-0.600989613075,0
Vendeuvre,14170,49.0067565786,-0.0828921340383,0
Vendeuvre,14170,49.0067565786,-0.0828921340383,0
Vendeuvre,14170,49.0067565786,-0.0828921340383,0
Versainville,14700,48.9197726496,-0.171525463565,-1
Verson,14790,49.1637623946,-0.463308814178,0
Ver-sur-Mer,14114,49.3338501523,-0.528813485245,-1
Vespière-Friardel,14290,49.0111903523,0.424749958219,0
Vespière-Friardel,14290,49.0111903523,0.424749958219,0
Vey,14570,48.9166093894,-0.461914999707,-1
Vicques,14170,48.953167057,-0.0742489726679,0
Victot-Pontfol,14430,49.1680232284,-0.00948313586649,0
Vienne-en-Bessin,14400,49.2812059817,-0.627760995032,0
Vierville-sur-Mer,14710,49.3669899516,-0.901543572922,-1
Vieux,14930,49.1128141033,-0.442946705773,1
Vieux-Bourg,14130,49.3128478491,0.245450743611,-1
Vieux-Fumé,14270,49.0611126926,-0.12942772433,-1
Vieux-Pont-en-Auge,14140,49.0422984376,0.0529788090028,0
Vignats,14700,48.8540077803,-0.102407702289,0
Villers-Bocage,14310,49.0782420975,-0.652664428102,1
Villers-Canivet,14420,48.9336012913,-0.261312485378,1
Villers-sur-Mer,14640,49.3110756382,0.00599012303306,1
Villerville,14113,49.3908763153,0.123148235679,1
Villette,14570,48.9090423979,-0.543205008591,1
Villiers-le-Sec,14480,49.292941046,-0.565610877314,1
Villons-les-Buissons,14610,49.2361922294,-0.411267584761,0
Villy-lez-Falaise,14700,48.9003361872,-0.136145311949,0
Villy-Bocage,14310,49.1039219543,-0.641975562637,0
Vimont,14370,49.1416235427,-0.194706905612,1
Vire Normandie,14500,48.8512498219,-0.889601911342,-1
Vire Normandie,14500,48.8512498219,-0.889601911342,-1
Vire Normandie,14500,48.8512498219,-0.889601911342,-1
Vire Normandie,14500,48.8512498219,-0.889601911342,-1
Vire Normandie,14500,48.8512498219,-0.889601911342,-1
Vire Normandie,14500,48.8512498219,-0.889601911342,-1
Vire Normandie,14500,48.8512498219,-0.889601911342,-1
Vire Normandie,14500,48.8512498219,-0.889601911342,-1
Vire Normandie,14500,48.8512498219,-0.889601911342,-1
Vire Normandie,14500,48.8512498219,-0.889601911342,-1
Vouilly,14230,49.29589718,-1.03229772745,-1
Pont-d'Ouilly,14690,48.8768624805,-0.409034326859,-1
Allanche,15160,45.2312708319,2.95300274076,0
Alleuze,15100,44.9602873313,3.09831933936,0
Ally,15700,45.1644412736,2.32569985798,-1
Ally,15700,45.1644412736,2.32569985798,-1
Andelat,15100,45.0699830319,3.05933407794,1
Anglards-de-Saint-Flour,15100,44.9887543021,3.15851184449,0
Anglards-de-Salers,15380,45.1968681606,2.46563596922,-1
Anterrieux,15110,44.8313754887,3.05707779467,1
Antignac,15240,45.3513149351,2.56147315935,1
Apchon,15400,45.24485231,2.69776842052,0
Arches,15200,45.2984854251,2.31775819342,-1
Arnac,15150,45.0633298258,2.22626708333,1
Arpajon-sur-Cère,15130,44.8763047408,2.46427067251,0
Auriac-l'Église,15500,45.264190905,3.12606134453,0
Aurillac,15000,44.9245233686,2.44162453828,1
Auzers,15240,45.2759935312,2.46518628982,0
Ayrens,15250,44.9909323836,2.32370356489,0
Badailhac,15800,44.9142134347,2.62817849396,1
Barriac-les-Bosquets,15700,45.1477013694,2.26530852152,-1
Bassignac,15240,45.3148849641,2.40014280339,1
Beaulieu,15270,45.4651616363,2.52086997748,1
Boisset,15600,44.7857362078,2.25506235075,0
Bonnac,15500,45.2099376788,3.14660869619,1
Brageac,15700,45.2038604898,2.26559675808,1
Albepierre-Bredons,15300,45.0773628092,2.82044100103,0
Brezons,15230,45.0097700141,2.79211398004,0
Calvinet,15340,44.7211847531,2.36192054351,0
Carlat,15130,44.8833132335,2.57177332561,1
Cassaniouze,15340,44.673900395,2.38094248357,0
Cayrols,15290,44.8285518718,2.22684718249,1
Celles,15170,45.1067360877,2.95322787455,1
Celoux,15500,45.1381000206,3.2607636006,0
Cézens,15230,44.9845893263,2.8586925887,0
Chaliers,15320,44.9701617114,3.23790370512,-1
Chalinargues,15170,45.1621460049,2.93209906595,1
Chalvignac,15200,45.2475912738,2.26458985433,1
Champagnac,15350,45.3633081405,2.40307399126,1
Champs-sur-Tarentaine-Marchal,15270,45.4040107728,2.60404165506,0
Champs-sur-Tarentaine-Marchal,15270,45.4040107728,2.60404165506,0
Chanterelle,15190,45.3772414628,2.83331975255,0
Chapelle-d'Alagnon,15300,45.1050602104,2.90845752826,0
Chapelle-Laurent,15500,45.1837226378,3.24249081953,0
Charmensac,15500,45.2264013054,3.07503500969,1
Chastel-sur-Murat,15300,45.1360561715,2.84458101678,1
Chaudes-Aigues,15110,44.848937782,2.9982305989,0
Chaussenac,15700,45.1764193419,2.27292726174,1
Chavagnac,15300,45.1639015885,2.88197558399,1
Chazelles,15500,45.1057762736,3.32678478247,1
Cheylade,15400,45.1989830549,2.72030952547,1
Claux,15400,45.150079853,2.69958551259,0
Clavières,15320,44.9934261034,3.31053306448,0
Collandres,15400,45.2155092221,2.64103296391,0
Coltines,15170,45.0930970766,2.9967659946,0
Condat,15190,45.3488007633,2.79188252959,1
Coren,15100,45.0875492811,3.10817742662,0
Crandelles,15250,44.9569827507,2.36041501133,1
Cros-de-Montvert,15150,45.0589618548,2.1589666532,0
Cros-de-Ronesque,15130,44.8616190704,2.60679689587,0
Cussac,15430,44.981338765,2.93616298746,1
Deux-Verges,15110,44.7997732435,3.01819855071,0
Dienne,15300,45.1652515543,2.8073654716,0
Drugeac,15140,45.1625110675,2.38866153977,1
Escorailles,15700,45.1690574549,2.33215850964,1
Espinasse,15110,44.869517892,2.93031023884,0
Falgoux,15380,45.1449310681,2.6388267484,0
Fau,15140,45.1089339679,2.60020993092,0
Ferrières-Saint-Mary,15170,45.1721196123,3.08204262828,-1
Fontanges,15140,45.1090707389,2.51731759077,-1
Freix-Anglards,15310,45.0176478672,2.37730578519,0
Fridefont,15110,44.9060191099,3.09513699893,0
Giou-de-Mamou,15130,44.9352952684,2.50768962826,0
Girgols,15310,45.0493144178,2.52185538424,1
Glénat,15150,44.9040297506,2.1719411094,1
Gourdièges,15230,44.9465137217,2.88202644949,0
Jabrun,15110,44.793937351,2.96316583017,0
Jaleyrac,15200,45.2697268838,2.36782201629,1
Joursac,15170,45.165021316,3.01361412899,1
Jou-sous-Monjou,15800,44.9403094709,2.66250496336,0
Junhac,15120,44.6956285648,2.4519931764,1
Jussac,15250,44.9952366348,2.41802314499,1
Labesserette,15120,44.7413427756,2.4803305695,0
Labrousse,15130,44.8520781165,2.54931356081,0
Lacapelle-Barrès,15230,44.9504311526,2.72347580122,0
Lacapelle-del-Fraisse,15120,44.7730782584,2.43049970218,0
Lacapelle-Viescamp,15150,44.9257153749,2.27440087718,0
Ladinhac,15120,44.767177873,2.50974723754,1
Lafeuillade-en-Vézie,15130,44.7932691483,2.44817059954,-1
Landeyrat,15160,45.2728910978,2.8723635219,1
Lanobre,15270,45.4344225439,2.54974390079,0
Lanobre,15270,45.4344225439,2.54974390079,0
Lapeyrugue,15120,44.7296807893,2.53384738931,0
Laroquebrou,15150,44.974801878,2.19344155664,0
Laroquevieille,15250,45.0241515201,2.52853115841,0
Lascelle,15590,45.0335568437,2.57470927987,0
Lastic,15500,45.1115073317,3.2185679587,-1
Laurie,15500,45.2848648325,3.08243685205,-1
Lavastrie,15260,44.9348007487,3.04219086155,-1
Laveissenet,15300,45.077034187,2.87823772951,0
Laveissière,15300,45.1035229375,2.78285034579,0
Laveissière,15300,45.1035229375,2.78285034579,0
Laveissière,15300,45.1035229375,2.78285034579,0
Lavigerie,15300,45.1256103713,2.732545,-1
Leucamp,15120,44.7847764014,2.53963344667,0
Leynhac,15600,44.740738643,2.28088383558,1
Leyvaux,43450,45.3249295413,3.08895370131,0
Lieutadès,15110,44.8309397731,2.89836316505,0
Lorcières,15320,44.9525593557,3.29080870665,0
Val d'Arcomie,15320,44.9384891268,3.20556437292,-1
Val d'Arcomie,15320,44.9384891268,3.20556437292,-1
Val d'Arcomie,15320,44.9384891268,3.20556437292,-1
Val d'Arcomie,15320,44.9384891268,3.20556437292,-1
Val d'Arcomie,15320,44.9384891268,3.20556437292,-1
Lugarde,15190,45.2883942354,2.75838366165,0
Madic,15210,45.372048674,2.45917498583,-1
Malbo,15230,44.9805509198,2.752942179,0
Mandailles-Saint-Julien,15590,45.0776793977,2.66430120889,0
Mandailles-Saint-Julien,15590,45.0776793977,2.66430120889,0
Marcenat,15190,45.3162875719,2.85577542136,1
Marchastel,15400,45.273977504,2.72930331123,-1
Marcolès,15220,44.7824610941,2.35726989792,0
Marmanhac,15250,45.0074931721,2.47840612613,1
Massiac,15500,45.2454117687,3.19978709447,1
Mauriac,15200,45.2183220694,2.31678475408,1
Maurines,15110,44.870056489,3.08208971264,0
Maurs,15600,44.7119433423,2.17308591391,0
Méallet,15200,45.2627638015,2.41469819713,0
Menet,15400,45.2974849213,2.57917392075,0
Mentières,15100,45.0786565074,3.14231362985,0
Molèdes,15500,45.2669112637,3.04292536589,0
Molompize,15500,45.2333599435,3.12615906672,0
Monselie,15240,45.321229006,2.55132616965,-1
Montboudif,15190,45.3704230499,2.73226065206,0
Montchamp,15100,45.0691032448,3.21504140983,0
Monteil,15240,45.2991575794,2.50786569253,0
Montgreleix,15190,45.3555338617,2.88889825644,0
Montmurat,15600,44.6310973852,2.2008554498,1
Montsalvy,15120,44.6956739577,2.49434704088,-1
Montvert,15150,44.9956514856,2.16312803314,0
Mourjou,15340,44.6974161055,2.31659060855,0
Moussages,15380,45.2336429755,2.47256542244,0
Murat,15300,45.1111408605,2.86065494152,1
Narnhac,15230,44.9347231602,2.76628642462,1
Naucelles,15250,44.952486045,2.42117716236,1
Neussargues en Pinatelle,15170,45.1323703921,2.98529315948,0
Neuvéglise-sur-Truyère,15260,44.9309902257,2.97942663368,0
Nieudan,15150,44.9831085193,2.24617399797,1
Omps,15290,44.880430829,2.26818388104,0
Oradour,15260,44.9260155127,2.91790153122,0
Pailherols,15800,44.9569851027,2.704502835,1
Parlan,15290,44.8274613306,2.17322961599,1
Paulhac,15430,45.0202868074,2.88735170231,1
Paulhenc,15230,44.8849681536,2.81626761404,0
Peyrusse,15170,45.2109595955,3.03006287758,0
Pierrefort,15230,44.9288418231,2.83819601697,0
Pleaux,15700,45.1304319566,2.24934594486,0
Pleaux,15700,45.1304319566,2.24934594486,0
Pleaux,15700,45.1304319566,2.24934594486,0
Pleaux,15700,45.1304319566,2.24934594486,0
Polminhac,15800,44.9524740825,2.57588922139,1
Pradiers,15160,45.2839972375,2.92137599236,-1
Prunet,15130,44.8227813134,2.47531798605,0
Quézac,15600,44.7584182677,2.18352283274,1
Rageade,15500,45.114689469,3.26841308091,1
Raulhac,15800,44.9019840026,2.65720291985,1
Reilhac,15250,44.9700663332,2.42282064857,1
Rézentières,15170,45.1342001841,3.10566449995,0
Riom-ès-Montagnes,15400,45.2897248338,2.65677992591,0
Roannes-Saint-Mary,15220,44.8450017276,2.39860201238,-1
Roffiac,15100,45.04821174,3.01633980652,1
Rouffiac,15150,45.0286072517,2.14375536336,1
Roumégoux,15290,44.8599842405,2.18842696551,0
Rouziers,15600,44.7965226108,2.20974187733,-1
Ruynes-en-Margeride,15320,45.0046123239,3.22362001629,0
Saignes,15240,45.3309843638,2.48182368898,0
Saint-Amandin,15190,45.3284028896,2.70800428863,0
Sainte-Anastasie,15170,45.1805333884,2.97521265115,-1
Saint-Antoine,15220,44.7494339962,2.33617223491,-1
Saint-Bonnet-de-Condat,15190,45.2809310303,2.8038235634,1
Saint-Bonnet-de-Salers,15140,45.1605077564,2.47969406134,-1
Saint-Cernin,15310,45.0531263429,2.42554577219,0
Saint-Chamant,15140,45.0923673037,2.44545518519,0
Saint-Cirgues-de-Jordanne,15590,45.0405601303,2.60513223834,0
Saint-Cirgues-de-Malbert,15140,45.086472449,2.37952207311,0
Saint-Clément,15800,44.9753617677,2.6760260238,0
Saint-Constant-Fournoulès,15600,44.6885284522,2.24626593038,0
Saint-Constant-Fournoulès,15600,44.6885284522,2.24626593038,0
Saint-Étienne-Cantalès,15150,44.9496115234,2.2437307084,0
Saint-Étienne-de-Carlat,15130,44.9128030117,2.58461670892,1
Saint-Étienne-de-Maurs,15600,44.7216425562,2.22943690133,0
Saint-Étienne-de-Chomeil,15400,45.3443815045,2.61922055075,0
Sainte-Eulalie,15140,45.1248339578,2.38105299616,-1
Saint-Flour,15100,45.0278919825,3.08320563232,0
Saint-Georges,15100,45.0195024779,3.13844362927,0
Saint-Gérons,15150,44.9415058026,2.20469091333,0
Saint-Hippolyte,15400,45.2193859021,2.70277477856,0
Saint-Illide,15310,45.050570658,2.32079424966,0
Saint-Jacques-des-Blats,15800,45.0554659628,2.72104045324,0
Saint-Julien-de-Toursac,15600,44.7745665182,2.20161181896,1
Saint-Mamet-la-Salvetat,15220,44.8563990707,2.30496359467,1
Sainte-Marie,15230,44.8925014312,2.88292989924,-1
Saint-Martial,15110,44.8874161517,3.0435828016,0
Saint-Martin-Cantalès,15140,45.0888141636,2.30515856288,0
Saint-Martin-sous-Vigouroux,15230,44.9352892796,2.79358439032,0
Saint-Martin-Valmeroux,15140,45.1201305737,2.44307130609,0
Saint-Martin-Valmeroux,15140,45.1201305737,2.44307130609,0
Saint-Mary-le-Plain,15500,45.1760315691,3.14393366298,-1
Saint-Paul-des-Landes,15250,44.9507306137,2.30039279193,0
Saint-Paul-de-Salers,15140,45.1371845632,2.5580296522,-1
Saint-Pierre,15350,45.3953414957,2.38207391325,0
Saint-Poncy,15500,45.1594604904,3.19462037388,-1
Saint-Projet-de-Salers,15140,45.0821687828,2.55897131007,-1
Saint-Rémy-de-Chaudes-Aigues,15110,44.7672253376,3.02660075086,0
Saint-Santin-Cantalès,15150,45.0207379963,2.23474554785,0
Saint-Santin-de-Maurs,15600,44.6554891093,2.2106562412,0
Saint-Saturnin,15190,45.2334692107,2.79417752257,0
Saint-Saury,15290,44.8786965628,2.12428515169,-1
Saint-Simon,15130,44.9695334779,2.49738848961,0
Saint-Urcize,15110,44.7054618442,2.97925067316,0
Saint-Victor,15150,45.0097901662,2.2880455218,0
Saint-Vincent-de-Salers,15380,45.2074874318,2.53894340125,-1
Salers,15140,45.1450926367,2.49622722458,-1
Salins,15200,45.187761472,2.40079505751,0
Sansac-de-Marmiesse,15130,44.8902213985,2.34319236958,0
Sansac-Veinazès,15120,44.745141044,2.42655661494,0
Sauvat,15240,45.3075112596,2.44172378671,1
Ségalassière,15290,44.8934183165,2.20866783261,0
Ségur-les-Villas,15300,45.2080545733,2.82298394403,0
Sénezergues,15340,44.7190472251,2.4072188609,-1
Sériers,15100,44.97204752,3.03247148385,-1
Siran,15150,44.9505638532,2.12045291632,1
Soulages,15100,45.0897253064,3.26165456011,0
Sourniac,15200,45.2752903351,2.33484723544,1
Talizat,15170,45.1234934076,3.05334351272,1
Tanavelle,15100,45.0263494142,2.98445909466,0
Teissières-de-Cornet,15250,44.9756690067,2.36199545657,0
Teissières-lès-Bouliès,15130,44.8209679734,2.53827855316,0
Ternes,15100,44.9962837997,2.99411909646,0
Thiézac,15800,45.0180519173,2.6624257459,1
Tiviers,15100,45.0745302568,3.17567191659,-1
Tournemire,15310,45.0547955278,2.49043476858,0
Trémouille,15270,45.3852208463,2.67025702101,0
Trinitat,15110,44.752159656,2.94545314762,1
Trioulou,15600,44.671238319,2.19126428388,0
Trizac,15400,45.2442328606,2.5444240314,1
Ussel,15300,45.0740146626,2.95237927853,0
Vabres,15100,45.0375713324,3.19551902127,0
Valette,15400,45.2638149565,2.60128580793,0
Valjouze,15170,45.1637773707,3.0607165142,0
Valuéjols,15300,45.0532332221,2.90711082999,1
Vaulmier,15380,45.1838522202,2.58597218884,0
Vebret,15240,45.3556816292,2.51538998658,0
Védrines-Saint-Loup,15100,45.0527660016,3.27223653153,0
Velzic,15590,44.995618273,2.55559240833,-1
Vernols,15160,45.2190007812,2.88326804068,1
Veyrières,15350,45.3204825413,2.36848020715,0
Vézac,15130,44.8954464372,2.5219529711,1
Vèze,15160,45.278399535,2.97817620096,0
Vezels-Roussy,15130,44.8057590781,2.58172571715,-1
Vic-sur-Cère,15800,44.9716667765,2.62023551236,0
Vieillespesse,15500,45.116971217,3.15878002374,0
Vieillevie,15120,44.6519777769,2.43471765124,-1
Vigean,15200,45.2234162063,2.3665656568,1
Villedieu,15100,44.9971827746,3.05455428908,1
Virargues,15300,45.1293117032,2.89843918349,1
Vitrac,15220,44.8102298787,2.31375646936,1
Ydes,15210,45.3433264058,2.44997355968,0
Yolet,15130,44.9307481726,2.5382689478,0
Ytrac,15000,44.9161324548,2.36598098395,1
Ytrac,15130,44.9161324548,2.36598098395,1
Rouget-Pers,15290,44.8574381373,2.23422151745,0
Rouget-Pers,15290,44.8574381373,2.23422151745,0
Besse,15140,45.1012134642,2.35475637278,0
Abzac,16500,46.0995520567,0.715822844014,1
Adjots,16700,46.0787550512,0.203143435799,0
Agris,16110,45.7764888287,0.328082067918,0
Aignes-et-Puypéroux,16190,45.4499477283,0.139490170805,0
Aigre,16140,45.8891702634,-0.000376399361894,0
Alloue,16490,46.0204552645,0.5258351895,0
Ambérac,16140,45.8562404894,0.0591293874218,1
Ambernac,16490,45.9747688433,0.556409302245,1
Ambleville,16300,45.5581634832,-0.224518438236,-1
Anais,16560,45.7689915038,0.206024179916,0
Angeac-Champagne,16130,45.6137559506,-0.289585740498,0
Angeac-Charente,16120,45.6230428074,-0.0817275722505,0
Angeduc,16300,45.4783133378,-0.0552960913383,0
Angoulême,16000,45.6472585146,0.14514490683,0
Ansac-sur-Vienne,16500,45.9943029714,0.619730334325,0
Anville,16170,45.8313102737,-0.121697535587,-1
Ars,16130,45.6370134609,-0.402334253854,0
Asnières-sur-Nouère,16290,45.7078415562,0.0487826997236,0
Aubeterre-sur-Dronne,16390,45.2609347512,0.16792049879,0
Aunac-sur-Charente,16460,45.9151202066,0.255788080504,0
Aussac-Vadalle,16560,45.8215780288,0.215598559823,-1
Baignes-Sainte-Radegonde,16360,45.374443862,-0.254082617191,0
Balzac,16430,45.7127837956,0.134124616081,1
Barbezières,16140,45.9119778347,-0.0882569539887,0
Barbezieux-Saint-Hilaire,16300,45.4780382344,-0.157746079718,0
Barbezieux-Saint-Hilaire,16300,45.4780382344,-0.157746079718,0
Bardenac,16210,45.3005902681,-0.0148493213262,1
Barret,16300,45.4891582999,-0.206308254385,0
Barro,16700,46.0050083194,0.235825640846,0
Bassac,16120,45.6649796502,-0.0991802061474,1
Bayers,16460,45.924584434,0.225592494826,0
Bazac,16210,45.2211222947,0.0368876406088,1
Beaulieu-sur-Sonnette,16450,45.9272378764,0.372798156825,0
Bécheresse,16250,45.5015198955,0.0786797939692,0
Bellon,16210,45.3129742539,0.116774132043,0
Benest,16350,46.0386820793,0.452609537625,0
Bernac,16700,46.0522061088,0.170991094252,1
Berneuil,16480,45.3908685702,-0.0668741248054,-1
Bessac,16250,45.4311590741,-0.0136973551346,1
Bessé,16140,45.9581333221,0.0818571588343,-1
Bioussac,16700,46.0307876172,0.270410745983,1
Birac,16120,45.5635790633,-0.0550695799339,1
Côteaux du Blanzacais,16250,45.4714654807,0.0236302142689,0
Côteaux du Blanzacais,16250,45.4714654807,0.0236302142689,0
Blanzaguet-Saint-Cybard,16320,45.4732165365,0.313168592903,-1
Boisbreteau,16480,45.3299592266,-0.159147291583,0
Bonnes,16390,45.2363248091,0.143594569626,1
Bonneuil,16120,45.5758801915,-0.135149328713,1
Bonneville,16170,45.8381451066,-0.0500530176925,-1
Bors Canton de Tude-et-Lavalette,16190,45.3401040524,0.147879846098,0
Bors Canton de Charente-Sud,16360,45.3263203716,-0.199610560993,0
Bouchage,16350,46.0493103798,0.376687406962,0
Bouëx,16410,45.6246508567,0.318204980739,0
Bourg-Charente,16200,45.6659937822,-0.222233070692,0
Bouteville,16120,45.6069622968,-0.127003754682,-1
Boutiers-Saint-Trojan,16100,45.711028287,-0.296886698875,1
Brettes,16240,45.9974723832,0.029182060624,0
Bréville,16370,45.7891537145,-0.274845145483,-1
Brie,16590,45.7345393339,0.266852612131,-1
Brie-sous-Barbezieux,16300,45.4238677604,-0.0407675127777,1
Brie-sous-Chalais,16210,45.3203360527,0.0123563993642,0
Brigueuil,16420,45.9509773487,0.869163472197,-1
Brillac,16500,46.067503903,0.776760494264,1
Brossac,16480,45.3238579692,-0.0465934055861,1
Bunzac,16110,45.6993800816,0.344082378962,1
Cellefrouin,16260,45.8877573804,0.391851835711,0
Cellettes,16230,45.8643336097,0.145594673488,0
Chabanais,16150,45.8638291864,0.711713773005,0
Chabrac,16150,45.926486151,0.746752143002,1
Chadurie,16250,45.4963678637,0.142555563027,-1
Chalais,16210,45.2739548684,0.0385508867289,0
Chalais,16210,45.2739548684,0.0385508867289,0
Chalais,16210,45.2739548684,0.0385508867289,0
Challignac,16300,45.4236400106,-0.0845558170102,1
Champagne-Vigny,16250,45.507125249,0.0414709267054,-1
Champagne-Mouton,16350,45.993087674,0.412273153255,0
Champmillon,16290,45.6471775425,0.00523666300318,0
Champniers,16430,45.7166708711,0.196450542402,-1
Chantillac,16360,45.3264411162,-0.255453791343,1
Chapelle,16140,45.8307508643,0.0517878633867,0
Boisné-La Tude,16320,45.4838960103,0.177074136817,0
Boisné-La Tude,16320,45.4838960103,0.177074136817,0
Boisné-La Tude,16320,45.4838960103,0.177074136817,0
Charmé,16140,45.9500924838,0.120032287303,-1
Charras,16380,45.5444379086,0.428737132242,0
Chasseneuil-sur-Bonnieure,16260,45.8243471539,0.441043431658,0
Chassenon,16150,45.8513916699,0.773197167344,0
Chassiecq,16350,45.9509527297,0.368543478454,0
Chassors,16200,45.7102602984,-0.206803437363,0
Châteaubernard,16100,45.6720237128,-0.316074717824,-1
Châteauneuf-sur-Charente,16120,45.5961486354,-0.0514205671468,0
Châtignac,16480,45.3484001611,-0.00433406647489,1
Chazelles,16380,45.6453528845,0.364874391871,1
Chenommet,16460,45.9343002402,0.252955501308,0
Chenon,16460,45.9440915736,0.222439257515,0
Cherves-Châtelars,16310,45.8106961072,0.554054470604,0
Cherves-Richemont,16370,45.7450738873,-0.337808012724,1
Cherves-Richemont,16370,45.7450738873,-0.337808012724,1
Chèvrerie,16240,46.0444193002,0.136305747393,-1
Chillac,16480,45.3611763101,-0.0902994967861,1
Chirac,16150,45.9131739872,0.685106701432,1
Claix,16440,45.54965487,0.050592133605,-1
Cognac,16100,45.6962326551,-0.33507941815,1
Combiers,16320,45.5110545763,0.408984921414,-1
Condac,16700,46.028495802,0.227925503689,1
Condéon,16360,45.4011643618,-0.134853631146,0
Confolens,16500,46.0191386034,0.658522279035,0
Confolens,16500,46.0191386034,0.658522279035,0
Coulgens,16560,45.8134827231,0.277167790315,0
Coulonges,16330,45.8376302744,0.0898755953494,0
Courbillac,16200,45.7730344217,-0.180841133968,1
Courcôme,16240,45.9857430952,0.133351057987,0
Courgeac,16190,45.3944594925,0.0818231361752,1
Courlac,16210,45.3012384064,0.0880679365563,1
Couronne,16400,45.6096373338,0.109121178707,0
Couture,16460,45.9318430742,0.288257076109,0
Cressac-Saint-Genis,16250,45.4399527809,0.0196605456773,0
Cressac-Saint-Genis,16250,45.4399527809,0.0196605456773,0
Criteuil-la-Magdeleine,16300,45.5364679101,-0.2103850238,0
Curac,16210,45.2960921096,0.0212788949535,1
Deviat,16190,45.4087322108,0.0148313347537,1
Dignac,16410,45.5542534164,0.283491007595,1
Dirac,16410,45.5986667875,0.241731538574,1
Douzat,16290,45.7009983146,-0.00261844248273,1
Ébréon,16140,45.9419566214,0.0300094172426,0
Échallat,16170,45.7224468632,-0.04347825715,1
Écuras,16220,45.6822174766,0.569930576994,0
Édon,16320,45.4885657865,0.351381025393,0
Empuré,16240,46.0245064509,0.0495912731396,-1
Épenède,16490,46.069351116,0.537822207003,0
Éraville,16120,45.581342288,-0.0896868755833,-1
Essards,16210,45.237352605,0.111052044267,0
Esse,16500,46.0262718319,0.720395594442,0
Étagnac,16150,45.8907561281,0.783276589997,1
Étriac,16250,45.527140208,-0.00959232022065,1
Exideuil,16150,45.8801902004,0.663734809553,-1
Eymouthiers,16220,45.6469383568,0.549961973717,-1
Faye,16700,46.0198359959,0.159355852391,-1
Feuillade,16380,45.5930624108,0.467173536421,1
Fléac,16730,45.6757321488,0.0883493158258,1
Fleurac,16200,45.7181471826,-0.0857758671202,1
Fontclaireau,16230,45.8918936624,0.196980841137,0
Fontenille,16230,45.9129011037,0.174854978046,0
Forêt-de-Tessé,16240,46.0765352941,0.0784986933953,-1
Fouquebrune,16410,45.5273705176,0.196901956839,0
Fouqueure,16140,45.8847149549,0.0756577865437,0
Foussignac,16200,45.7127451252,-0.125082004293,1
Garat,16410,45.6261876475,0.267214788148,1
Gardes-le-Pontaroux,16320,45.5102605309,0.309516332026,0
Genac-Bignac,16170,45.8009500924,0.021470943172,1
Genac-Bignac,16170,45.8009500924,0.021470943172,1
Genouillac,16270,45.848730367,0.576573242055,1
Gensac-la-Pallue,16130,45.6572262883,-0.268790187481,0
Genté,16130,45.636977239,-0.306975028365,-1
Gimeux,16130,45.6414379624,-0.36669079786,1
Gondeville,16200,45.6684412124,-0.155937890008,-1
Gond-Pontouvre,16160,45.6797580078,0.165506204221,0
Gours,16140,45.9598718891,-0.0720164666624,0
Gourville,16170,45.8256659639,-0.0212286864189,-1
Grand-Madieu,16450,45.9414000516,0.44751280825,1
